payment_id,customer_id,payment_amount,failure_reason,payment_method,customer_tenure_months,past_successful_payments,past_failed_payments,historical_success_rate,time_since_last_success_days,is_subscription,days_overdue,recovery_attempts_so_far,recovered
pay_018213,cust_47854,1102.97,insufficient_funds,credit_card,45,7,0,1.0,32,1,16,2,0
pay_018214,cust_37568,789.48,insufficient_funds,credit_card,17,12,0,1.0,27,1,29,0,0
pay_018215,cust_26235,17.79,invalid_card,credit_card,18,13,1,0.93,53,1,8,0,0
pay_018216,cust_35880,1805.33,insufficient_funds,upi,57,10,2,0.83,1,1,14,0,1
pay_018217,cust_70139,179.14,insufficient_funds,credit_card,48,22,0,1.0,36,0,22,2,1
pay_018218,cust_39657,300.94,technical_error,credit_card,50,8,1,0.89,4,0,2,1,1
pay_018219,cust_82311,421.58,invalid_card,credit_card,5,6,1,0.86,14,1,12,3,0
pay_018220,cust_32526,751.47,insufficient_funds,bank_transfer,8,8,0,1.0,71,1,1,0,1
pay_018221,cust_36112,947.7,technical_error,debit_card,56,12,1,0.92,6,1,29,3,1
pay_018222,cust_70285,1221.03,insufficient_funds,debit_card,46,10,0,1.0,4,1,23,0,1
pay_018223,cust_58191,1130.55,insufficient_funds,upi,27,18,1,0.95,7,1,24,0,1
pay_018224,cust_47480,643.89,technical_error,debit_card,25,32,1,0.97,48,1,8,3,1
pay_018225,cust_88217,757.88,insufficient_funds,upi,52,16,2,0.89,22,1,12,3,0
pay_018226,cust_25954,167.98,technical_error,credit_card,26,8,2,0.8,38,1,26,3,0
pay_018227,cust_57696,235.94,technical_error,debit_card,45,10,2,0.83,20,1,10,3,1
pay_018228,cust_47718,1224.23,insufficient_funds,upi,23,7,2,0.78,53,0,12,1,0
pay_018229,cust_91796,1154.96,insufficient_funds,debit_card,41,9,1,0.9,68,1,26,1,1
pay_018230,cust_63912,1031.13,insufficient_funds,credit_card,23,5,1,0.83,6,1,18,3,0
pay_018231,cust_32807,298.92,insufficient_funds,credit_card,29,20,1,0.95,23,1,24,3,0
pay_018232,cust_85094,1242.77,technical_error,bank_transfer,33,8,0,1.0,7,1,1,2,1
pay_018233,cust_80802,156.55,insufficient_funds,upi,59,5,4,0.56,4,1,24,2,1
pay_018234,cust_49470,1468.46,insufficient_funds,debit_card,54,4,0,1.0,84,0,16,2,1
pay_018235,cust_78631,385.19,invalid_card,debit_card,18,4,2,0.67,41,1,13,3,0
pay_018236,cust_26108,2693.99,insufficient_funds,credit_card,7,11,1,0.92,162,1,3,0,1
pay_018237,cust_72643,109.2,insufficient_funds,credit_card,32,13,2,0.87,29,1,28,0,1
pay_018238,cust_73547,2916.13,insufficient_funds,debit_card,41,22,5,0.81,15,0,20,0,0
pay_018239,cust_49800,348.33,technical_error,debit_card,7,9,2,0.82,67,0,14,0,1
pay_018240,cust_72165,342.11,insufficient_funds,upi,8,20,0,1.0,6,0,19,2,1
pay_018241,cust_96711,607.56,insufficient_funds,credit_card,50,8,0,1.0,15,0,2,1,1
pay_018242,cust_41726,249.02,insufficient_funds,credit_card,58,4,0,1.0,8,1,20,2,1
pay_018243,cust_14147,465.11,invalid_card,credit_card,21,9,1,0.9,9,1,25,3,0
pay_018244,cust_65048,239.12,insufficient_funds,credit_card,42,3,2,0.6,16,1,3,0,1
pay_018245,cust_72381,248.03,insufficient_funds,credit_card,17,22,1,0.96,16,1,18,1,1
pay_018246,cust_73092,813.62,insufficient_funds,credit_card,51,10,4,0.71,8,1,13,1,1
pay_018247,cust_70585,202.97,invalid_card,credit_card,33,4,4,0.5,12,0,5,3,0
pay_018248,cust_31972,231.92,insufficient_funds,credit_card,30,12,1,0.92,47,1,29,3,0
pay_018249,cust_82999,126.7,technical_error,credit_card,2,12,4,0.75,23,1,26,0,0
pay_018250,cust_84812,302.08,insufficient_funds,debit_card,46,7,1,0.88,41,1,20,2,1
pay_018251,cust_51157,1856.06,technical_error,debit_card,36,5,3,0.62,13,1,23,0,1
pay_018252,cust_39219,214.58,invalid_card,credit_card,22,10,1,0.91,53,1,25,1,0
pay_018253,cust_96321,240.56,technical_error,debit_card,32,11,0,1.0,26,1,6,3,1
pay_018254,cust_21195,607.0,invalid_card,upi,49,21,1,0.95,9,0,6,0,0
pay_018255,cust_88085,345.09,insufficient_funds,credit_card,25,7,0,1.0,30,1,17,0,1
pay_018256,cust_36348,4641.36,technical_error,bank_transfer,49,17,3,0.85,7,1,17,2,1
pay_018257,cust_38256,425.0,technical_error,credit_card,8,16,1,0.94,10,1,23,0,1
pay_018258,cust_93868,699.12,limit_exceeded,credit_card,33,14,4,0.78,9,1,26,3,0
pay_018259,cust_86954,1284.82,insufficient_funds,credit_card,29,15,0,1.0,26,1,11,2,1
pay_018260,cust_63358,1260.4,invalid_card,credit_card,17,16,3,0.84,56,0,8,3,0
pay_018261,cust_72610,631.37,insufficient_funds,debit_card,40,2,1,0.67,1,1,5,2,0
pay_018262,cust_30919,425.59,invalid_card,credit_card,45,15,1,0.94,42,0,13,3,0
pay_018263,cust_62363,3784.38,limit_exceeded,upi,2,18,0,1.0,29,1,2,2,0
pay_018264,cust_83675,452.53,invalid_card,upi,49,15,1,0.94,8,0,27,2,0
pay_018265,cust_48366,321.47,invalid_card,debit_card,39,15,1,0.94,3,0,24,2,0
pay_018266,cust_18995,262.11,insufficient_funds,debit_card,48,2,0,1.0,17,1,6,3,1
pay_018267,cust_59428,88.93,insufficient_funds,debit_card,49,9,3,0.75,33,1,14,0,1
pay_018268,cust_51480,1137.09,insufficient_funds,credit_card,31,9,1,0.9,32,1,3,3,1
pay_018269,cust_21742,47.78,insufficient_funds,credit_card,4,13,1,0.93,51,0,2,3,0
pay_018270,cust_41104,497.15,insufficient_funds,credit_card,42,2,2,0.5,21,1,23,1,1
pay_018271,cust_53236,407.38,insufficient_funds,credit_card,26,13,2,0.87,5,1,3,1,0
pay_018272,cust_47077,4696.5,insufficient_funds,credit_card,9,13,0,1.0,11,1,26,1,1
pay_018273,cust_94744,80.07,insufficient_funds,debit_card,31,18,2,0.9,29,0,10,2,0
pay_018274,cust_44383,203.06,technical_error,debit_card,10,16,1,0.94,2,0,25,2,1
pay_018275,cust_91640,436.38,invalid_card,credit_card,51,0,1,0.0,63,1,18,1,0
pay_018276,cust_43668,410.38,insufficient_funds,credit_card,6,17,1,0.94,1,1,4,2,1
pay_018277,cust_54941,288.61,insufficient_funds,credit_card,44,7,2,0.78,7,1,3,3,1
pay_018278,cust_94048,461.1,technical_error,credit_card,26,14,2,0.88,43,1,11,1,1
pay_018279,cust_95722,141.89,insufficient_funds,debit_card,11,15,2,0.88,46,0,13,2,1
pay_018280,cust_55820,714.66,limit_exceeded,credit_card,15,11,2,0.85,17,0,17,2,0
pay_018281,cust_94083,49.06,insufficient_funds,credit_card,57,31,1,0.97,4,1,13,1,1
pay_018282,cust_32763,487.28,insufficient_funds,credit_card,20,5,3,0.62,61,1,27,2,0
pay_018283,cust_55597,274.31,insufficient_funds,credit_card,14,23,2,0.92,8,1,23,1,0
pay_018284,cust_19677,1381.46,insufficient_funds,credit_card,44,29,0,1.0,12,1,4,1,1
pay_018285,cust_84596,2892.62,insufficient_funds,credit_card,51,14,4,0.78,8,0,15,1,0
pay_018286,cust_82307,359.08,insufficient_funds,debit_card,21,17,1,0.94,45,0,3,0,0
pay_018287,cust_46558,2008.88,invalid_card,credit_card,44,7,1,0.88,76,1,8,2,0
pay_018288,cust_40866,364.49,insufficient_funds,upi,27,4,1,0.8,19,1,6,0,1
pay_018289,cust_31083,190.28,invalid_card,debit_card,30,8,0,1.0,51,0,26,3,0
pay_018290,cust_99391,2865.54,technical_error,credit_card,7,7,0,1.0,43,0,4,2,1
pay_018291,cust_66367,841.67,invalid_card,credit_card,37,16,1,0.94,23,0,13,3,0
pay_018292,cust_46296,502.22,insufficient_funds,credit_card,15,24,2,0.92,16,1,21,2,0
pay_018293,cust_45926,994.05,insufficient_funds,credit_card,16,3,1,0.75,136,1,26,3,0
pay_018294,cust_50318,657.75,insufficient_funds,credit_card,59,10,2,0.83,5,1,6,3,1
pay_018295,cust_23988,466.56,technical_error,debit_card,43,7,2,0.78,1,1,11,2,1
pay_018296,cust_64686,132.71,invalid_card,credit_card,59,8,2,0.8,7,1,7,0,0
pay_018297,cust_92803,381.48,insufficient_funds,upi,20,12,0,1.0,44,1,2,3,0
pay_018298,cust_86967,932.49,insufficient_funds,bank_transfer,49,3,3,0.5,7,1,29,3,0
pay_018299,cust_96212,442.23,insufficient_funds,debit_card,38,9,2,0.82,6,1,26,2,0
pay_018300,cust_57892,1232.67,technical_error,upi,20,26,3,0.9,13,0,23,3,0
pay_018301,cust_67280,733.82,insufficient_funds,credit_card,22,15,1,0.94,12,0,17,2,1
pay_018302,cust_13027,207.78,limit_exceeded,debit_card,6,1,2,0.33,45,1,14,2,0
pay_018303,cust_46458,133.68,limit_exceeded,credit_card,44,20,1,0.95,39,1,21,2,0
pay_018304,cust_68422,427.28,technical_error,bank_transfer,52,1,0,1.0,24,1,3,3,1
pay_018305,cust_10297,296.01,insufficient_funds,debit_card,40,9,3,0.75,52,1,4,3,0
pay_018306,cust_15467,699.89,insufficient_funds,credit_card,20,4,4,0.5,113,1,5,0,0
pay_018307,cust_95309,243.83,insufficient_funds,upi,5,7,3,0.7,89,1,24,3,0
pay_018308,cust_41430,270.21,limit_exceeded,credit_card,53,15,3,0.83,17,1,15,0,1
pay_018309,cust_11828,1433.22,insufficient_funds,credit_card,11,1,1,0.5,107,0,17,2,0
pay_018310,cust_82879,579.87,technical_error,upi,2,10,2,0.83,9,1,24,3,0
pay_018311,cust_99398,247.62,limit_exceeded,credit_card,30,8,1,0.89,13,0,17,2,0
pay_018312,cust_53082,508.9,technical_error,debit_card,8,8,0,1.0,7,1,3,2,1
pay_018313,cust_25855,1985.29,invalid_card,credit_card,40,17,1,0.94,61,1,14,0,0
pay_018314,cust_18828,670.75,insufficient_funds,credit_card,58,16,1,0.94,10,1,8,2,1
pay_018315,cust_95281,904.66,insufficient_funds,upi,8,18,2,0.9,2,1,5,2,0
pay_018316,cust_61396,235.66,insufficient_funds,bank_transfer,17,5,0,1.0,13,0,17,2,0
pay_018317,cust_78824,1395.53,limit_exceeded,credit_card,39,14,0,1.0,21,0,25,0,1
pay_018318,cust_14954,5078.19,limit_exceeded,credit_card,35,12,0,1.0,18,1,21,3,0
pay_018319,cust_17285,226.59,insufficient_funds,debit_card,30,7,3,0.7,16,0,15,0,1
pay_018320,cust_18012,153.35,insufficient_funds,debit_card,1,17,2,0.89,18,1,10,0,0
pay_018321,cust_23055,595.95,invalid_card,debit_card,5,12,1,0.92,99,0,11,0,0
pay_018322,cust_92087,1200.04,insufficient_funds,upi,16,0,2,0.0,97,1,14,1,0
pay_018323,cust_28151,456.33,insufficient_funds,upi,36,2,3,0.4,107,1,20,2,0
pay_018324,cust_31375,174.41,insufficient_funds,debit_card,15,11,3,0.79,1,0,12,0,0
pay_018325,cust_56717,448.55,limit_exceeded,credit_card,55,3,2,0.6,64,1,20,2,1
pay_018326,cust_46353,909.32,limit_exceeded,credit_card,49,11,0,1.0,33,1,25,1,0
pay_018327,cust_37821,332.81,invalid_card,debit_card,17,3,1,0.75,12,1,2,2,0
pay_018328,cust_27681,917.69,invalid_card,bank_transfer,13,15,1,0.94,2,1,10,3,0
pay_018329,cust_48177,1602.5,insufficient_funds,debit_card,24,8,2,0.8,16,1,28,1,1
pay_018330,cust_73062,635.77,technical_error,debit_card,43,9,1,0.9,13,1,28,3,1
pay_018331,cust_93554,486.22,insufficient_funds,upi,48,24,2,0.92,1,1,23,2,0
pay_018332,cust_44648,1145.91,insufficient_funds,credit_card,4,12,2,0.86,17,1,12,0,0
pay_018333,cust_51220,212.41,insufficient_funds,credit_card,47,23,2,0.92,69,1,29,0,1
pay_018334,cust_57010,192.46,insufficient_funds,credit_card,44,9,3,0.75,10,1,3,1,1
pay_018335,cust_74817,383.0,technical_error,bank_transfer,59,6,2,0.75,7,1,14,0,1
pay_018336,cust_54470,305.74,limit_exceeded,upi,46,7,1,0.88,12,1,22,3,1
pay_018337,cust_82397,223.91,invalid_card,debit_card,13,4,3,0.57,14,0,21,1,1
pay_018338,cust_92176,3118.4,technical_error,credit_card,9,15,0,1.0,10,1,29,3,1
pay_018339,cust_18813,4387.88,insufficient_funds,debit_card,26,16,3,0.84,17,1,25,1,0
pay_018340,cust_18792,351.04,invalid_card,credit_card,47,6,2,0.75,40,0,29,0,0
pay_018341,cust_91910,548.03,technical_error,debit_card,16,21,1,0.95,44,1,25,0,1
pay_018342,cust_28790,414.37,insufficient_funds,debit_card,42,11,1,0.92,55,0,4,1,1
pay_018343,cust_55240,1513.39,insufficient_funds,credit_card,37,9,1,0.9,4,1,4,2,1
pay_018344,cust_10463,1845.04,technical_error,credit_card,43,12,2,0.86,2,1,26,0,1
pay_018345,cust_86541,84.55,insufficient_funds,debit_card,6,9,2,0.82,1,0,2,3,0
pay_018346,cust_98068,804.82,insufficient_funds,debit_card,11,8,4,0.67,10,1,11,2,0
pay_018347,cust_83141,135.34,insufficient_funds,credit_card,2,12,3,0.8,3,0,13,0,0
pay_018348,cust_13108,2901.2,insufficient_funds,upi,30,13,3,0.81,37,1,11,1,0
pay_018349,cust_42750,776.55,invalid_card,upi,59,14,1,0.93,6,0,20,0,0
pay_018350,cust_54240,219.48,invalid_card,upi,19,14,1,0.93,48,1,19,0,0
pay_018351,cust_11495,392.79,insufficient_funds,debit_card,23,7,1,0.88,17,1,1,2,0
pay_018352,cust_97555,374.51,limit_exceeded,credit_card,47,14,1,0.93,3,0,17,2,0
pay_018353,cust_39220,845.32,technical_error,bank_transfer,12,19,0,1.0,20,1,9,1,1
pay_018354,cust_23768,1417.32,insufficient_funds,credit_card,39,11,0,1.0,2,1,14,2,1
pay_018355,cust_53808,158.6,technical_error,credit_card,6,15,3,0.83,22,1,13,2,1
pay_018356,cust_93171,3144.35,insufficient_funds,debit_card,43,17,0,1.0,14,1,7,3,1
pay_018357,cust_89893,2490.65,technical_error,credit_card,36,13,0,1.0,39,1,19,1,1
pay_018358,cust_77171,208.36,technical_error,bank_transfer,46,9,2,0.82,16,1,26,1,0
pay_018359,cust_71735,537.76,insufficient_funds,debit_card,42,7,4,0.64,14,1,14,3,0
pay_018360,cust_61310,2766.72,invalid_card,credit_card,15,15,2,0.88,15,1,16,2,0
pay_018361,cust_26423,1715.61,technical_error,bank_transfer,36,7,3,0.7,44,0,19,1,0
pay_018362,cust_56435,357.05,insufficient_funds,debit_card,13,13,2,0.87,24,1,20,0,1
pay_018363,cust_33682,1128.84,insufficient_funds,debit_card,8,4,1,0.8,9,1,6,0,0
pay_018364,cust_64967,10014.67,insufficient_funds,credit_card,25,26,3,0.9,75,0,28,3,0
pay_018365,cust_23544,555.44,insufficient_funds,upi,24,9,2,0.82,25,0,20,0,0
pay_018366,cust_26207,265.59,insufficient_funds,credit_card,31,16,4,0.8,32,1,15,2,0
pay_018367,cust_76404,594.09,insufficient_funds,credit_card,40,10,1,0.91,2,1,26,0,0
pay_018368,cust_30584,639.8,insufficient_funds,debit_card,13,10,1,0.91,17,1,18,2,0
pay_018369,cust_98338,295.91,insufficient_funds,bank_transfer,29,13,0,1.0,10,1,14,2,1
pay_018370,cust_84258,777.62,invalid_card,credit_card,32,3,1,0.75,80,1,13,1,0
pay_018371,cust_79546,142.62,limit_exceeded,credit_card,43,11,2,0.85,67,1,5,3,0
pay_018372,cust_31938,257.0,limit_exceeded,upi,37,23,0,1.0,13,0,10,2,0
pay_018373,cust_71366,1067.26,insufficient_funds,upi,59,19,1,0.95,44,1,23,1,1
pay_018374,cust_67326,86.46,technical_error,debit_card,18,7,1,0.88,14,0,12,1,1
pay_018375,cust_50884,1233.7,limit_exceeded,upi,26,6,0,1.0,14,1,16,2,1
pay_018376,cust_84264,66.86,limit_exceeded,credit_card,18,6,2,0.75,5,1,21,2,0
pay_018377,cust_64724,88.52,technical_error,credit_card,34,10,1,0.91,10,1,5,0,1
pay_018378,cust_83640,303.58,technical_error,debit_card,54,14,3,0.82,30,1,6,3,1
pay_018379,cust_80938,666.12,insufficient_funds,credit_card,58,11,1,0.92,4,0,15,2,0
pay_018380,cust_77191,1881.59,insufficient_funds,credit_card,31,4,3,0.57,35,1,12,0,1
pay_018381,cust_86256,529.66,insufficient_funds,credit_card,15,11,3,0.79,9,1,28,3,0
pay_018382,cust_23830,390.74,insufficient_funds,credit_card,37,6,4,0.6,150,0,28,0,1
pay_018383,cust_45971,892.65,limit_exceeded,upi,20,23,0,1.0,12,1,25,0,1
pay_018384,cust_55177,209.29,insufficient_funds,debit_card,28,16,0,1.0,11,1,9,0,1
pay_018385,cust_14795,574.8,limit_exceeded,debit_card,4,15,2,0.88,3,1,23,3,0
pay_018386,cust_51664,150.68,technical_error,credit_card,8,14,1,0.93,16,1,2,0,1
pay_018387,cust_85800,543.05,insufficient_funds,debit_card,58,12,1,0.92,110,1,14,3,1
pay_018388,cust_62054,439.12,insufficient_funds,bank_transfer,18,19,0,1.0,1,1,3,2,1
pay_018389,cust_69779,223.71,insufficient_funds,debit_card,32,18,1,0.95,3,0,4,0,1
pay_018390,cust_30091,589.72,invalid_card,upi,53,19,2,0.9,17,1,11,0,0
pay_018391,cust_79874,585.91,technical_error,credit_card,23,22,1,0.96,53,1,2,1,1
pay_018392,cust_98899,1619.81,limit_exceeded,credit_card,15,9,1,0.9,15,1,29,2,0
pay_018393,cust_33814,100.38,insufficient_funds,credit_card,44,31,3,0.91,14,1,19,2,0
pay_018394,cust_59738,463.39,insufficient_funds,debit_card,7,9,2,0.82,18,0,29,3,0
pay_018395,cust_57209,233.77,insufficient_funds,upi,48,6,0,1.0,33,1,24,3,0
pay_018396,cust_24028,1193.17,insufficient_funds,upi,31,6,3,0.67,2,1,15,2,0
pay_018397,cust_57307,1062.65,technical_error,upi,32,7,1,0.88,6,1,4,3,1
pay_018398,cust_51295,830.88,insufficient_funds,bank_transfer,40,15,3,0.83,94,0,18,1,1
pay_018399,cust_59852,247.34,invalid_card,credit_card,14,18,2,0.9,38,1,28,2,1
pay_018400,cust_73634,1212.06,insufficient_funds,upi,19,21,4,0.84,16,0,13,2,0
pay_018401,cust_17751,108.25,insufficient_funds,debit_card,50,13,0,1.0,24,1,13,2,1
pay_018402,cust_90176,88.17,invalid_card,credit_card,40,8,1,0.89,32,1,14,2,0
pay_018403,cust_95335,139.59,invalid_card,debit_card,16,12,3,0.8,33,0,12,2,0
pay_018404,cust_38372,483.54,insufficient_funds,debit_card,9,2,1,0.67,21,1,6,1,0
pay_018405,cust_86603,982.18,invalid_card,credit_card,1,17,1,0.94,11,0,3,0,1
pay_018406,cust_37681,25.5,insufficient_funds,credit_card,25,17,0,1.0,33,1,2,0,1
pay_018407,cust_76705,1876.85,invalid_card,debit_card,8,12,3,0.8,6,1,3,0,0
pay_018408,cust_21371,570.05,limit_exceeded,credit_card,39,12,3,0.8,15,1,19,2,0
pay_018409,cust_65618,104.25,technical_error,credit_card,32,15,2,0.88,19,0,25,0,1
pay_018410,cust_89335,553.11,insufficient_funds,upi,8,6,2,0.75,11,1,16,1,0
pay_018411,cust_50894,1490.9,technical_error,debit_card,13,15,0,1.0,19,1,20,3,1
pay_018412,cust_14034,910.55,technical_error,credit_card,3,10,1,0.91,20,0,4,3,1
pay_018413,cust_96375,1500.69,insufficient_funds,debit_card,2,21,1,0.95,2,1,8,1,0
pay_018414,cust_87493,127.53,technical_error,upi,45,10,2,0.83,1,0,24,0,1
pay_018415,cust_88765,330.5,insufficient_funds,credit_card,28,4,1,0.8,32,1,12,1,0
pay_018416,cust_50934,198.33,technical_error,credit_card,4,6,1,0.86,30,1,3,0,1
pay_018417,cust_60049,2785.52,insufficient_funds,upi,23,13,2,0.87,65,1,18,0,1
pay_018418,cust_34374,947.64,limit_exceeded,credit_card,34,9,2,0.82,42,0,28,2,0
pay_018419,cust_67115,8618.08,invalid_card,debit_card,55,9,1,0.9,15,1,4,1,1
pay_018420,cust_55502,313.25,insufficient_funds,debit_card,7,15,1,0.94,3,1,27,2,0
pay_018421,cust_43831,242.24,insufficient_funds,debit_card,30,19,2,0.9,24,1,9,3,0
pay_018422,cust_28655,433.45,insufficient_funds,upi,58,20,0,1.0,29,1,25,3,1
pay_018423,cust_89343,1984.19,insufficient_funds,bank_transfer,9,16,4,0.8,9,1,2,1,0
pay_018424,cust_52324,346.71,insufficient_funds,upi,19,3,0,1.0,44,1,15,2,1
pay_018425,cust_16583,566.26,insufficient_funds,credit_card,9,7,1,0.88,1,0,23,2,0
pay_018426,cust_71385,550.76,insufficient_funds,credit_card,23,27,1,0.96,1,1,2,1,1
pay_018427,cust_18701,520.14,insufficient_funds,debit_card,11,19,3,0.86,6,1,18,2,0
pay_018428,cust_48009,260.4,insufficient_funds,upi,13,5,0,1.0,5,1,13,0,1
pay_018429,cust_40825,435.86,invalid_card,debit_card,29,12,0,1.0,8,1,1,2,0
pay_018430,cust_99070,417.59,insufficient_funds,bank_transfer,31,25,1,0.96,46,1,7,1,1
pay_018431,cust_87462,496.23,insufficient_funds,credit_card,8,12,0,1.0,44,0,21,2,1
pay_018432,cust_54143,1284.5,insufficient_funds,credit_card,46,13,1,0.93,9,1,18,0,1
pay_018433,cust_20860,2908.04,invalid_card,credit_card,19,9,0,1.0,3,1,25,3,0
pay_018434,cust_90780,215.76,insufficient_funds,upi,5,17,3,0.85,3,1,12,3,0
pay_018435,cust_48573,337.85,insufficient_funds,debit_card,48,14,2,0.88,66,1,21,0,1
pay_018436,cust_41265,219.11,insufficient_funds,credit_card,27,7,1,0.88,53,0,24,1,1
pay_018437,cust_41656,602.87,insufficient_funds,upi,39,15,0,1.0,43,0,27,2,0
pay_018438,cust_39025,291.86,insufficient_funds,credit_card,56,6,2,0.75,14,1,24,3,0
pay_018439,cust_15620,635.5,insufficient_funds,credit_card,14,26,1,0.96,32,1,9,1,0
pay_018440,cust_47110,1507.54,technical_error,credit_card,22,9,0,1.0,60,0,3,3,1
pay_018441,cust_57325,40.0,technical_error,bank_transfer,22,15,1,0.94,25,1,3,1,1
pay_018442,cust_57917,817.61,limit_exceeded,bank_transfer,5,14,0,1.0,1,1,1,3,1
pay_018443,cust_94777,315.58,invalid_card,credit_card,52,11,0,1.0,14,0,2,2,0
pay_018444,cust_53972,792.37,invalid_card,credit_card,16,9,0,1.0,49,1,2,2,1
pay_018445,cust_59953,204.0,limit_exceeded,debit_card,39,5,3,0.62,8,0,1,2,0
pay_018446,cust_71228,1653.86,insufficient_funds,debit_card,26,12,0,1.0,7,0,4,0,0
pay_018447,cust_95517,1246.24,invalid_card,debit_card,53,5,2,0.71,132,0,27,2,0
pay_018448,cust_80157,882.68,insufficient_funds,debit_card,16,2,1,0.67,86,1,19,2,1
pay_018449,cust_99813,1105.26,invalid_card,upi,56,8,3,0.73,1,1,29,2,0
pay_018450,cust_50217,237.22,insufficient_funds,bank_transfer,12,9,4,0.69,15,1,13,0,1
pay_018451,cust_48278,269.07,technical_error,upi,16,5,2,0.71,15,1,6,2,1
pay_018452,cust_18222,1061.08,limit_exceeded,credit_card,49,13,2,0.87,4,1,7,1,1
pay_018453,cust_52155,232.03,insufficient_funds,upi,40,12,2,0.86,36,1,23,2,0
pay_018454,cust_56127,2122.27,technical_error,credit_card,12,10,2,0.83,64,1,15,2,1
pay_018455,cust_81027,361.77,insufficient_funds,debit_card,32,5,1,0.83,91,1,11,3,1
pay_018456,cust_25033,825.92,insufficient_funds,debit_card,5,6,1,0.86,9,0,27,2,1
pay_018457,cust_95622,4080.02,invalid_card,upi,36,27,5,0.84,49,1,24,1,0
pay_018458,cust_52602,246.75,insufficient_funds,credit_card,28,2,1,0.67,15,0,15,2,0
pay_018459,cust_81294,535.59,insufficient_funds,upi,54,4,0,1.0,34,1,22,1,1
pay_018460,cust_11541,1434.82,insufficient_funds,debit_card,55,4,1,0.8,24,1,27,3,1
pay_018461,cust_13008,1294.51,invalid_card,credit_card,51,19,2,0.9,5,0,10,2,0
pay_018462,cust_35550,360.25,insufficient_funds,credit_card,44,16,2,0.89,2,1,14,3,0
pay_018463,cust_68411,298.23,limit_exceeded,credit_card,4,6,1,0.86,12,1,17,0,0
pay_018464,cust_31881,396.02,technical_error,upi,39,10,1,0.91,33,0,11,0,1
pay_018465,cust_61901,2127.0,insufficient_funds,credit_card,39,12,0,1.0,5,0,14,1,1
pay_018466,cust_25017,378.23,insufficient_funds,credit_card,29,11,0,1.0,6,0,13,2,1
pay_018467,cust_43378,540.62,limit_exceeded,credit_card,19,11,0,1.0,59,0,8,0,0
pay_018468,cust_73353,326.3,technical_error,debit_card,25,16,2,0.89,44,0,3,0,1
pay_018469,cust_85915,1012.48,invalid_card,debit_card,35,10,1,0.91,71,0,9,3,0
pay_018470,cust_56174,584.14,invalid_card,credit_card,24,8,0,1.0,10,1,4,0,1
pay_018471,cust_13776,183.31,insufficient_funds,bank_transfer,56,16,2,0.89,10,1,20,1,1
pay_018472,cust_89053,189.76,invalid_card,upi,19,5,1,0.83,25,1,4,2,0
pay_018473,cust_15250,67.76,technical_error,credit_card,23,18,0,1.0,10,1,9,3,1
pay_018474,cust_40653,217.74,insufficient_funds,debit_card,31,11,0,1.0,29,0,12,2,1
pay_018475,cust_73059,1106.05,limit_exceeded,debit_card,19,3,0,1.0,75,1,26,2,0
pay_018476,cust_57098,1878.76,insufficient_funds,upi,32,5,2,0.71,6,1,6,2,0
pay_018477,cust_62954,992.44,insufficient_funds,debit_card,13,22,2,0.92,3,1,4,2,1
pay_018478,cust_65564,870.65,insufficient_funds,debit_card,46,5,0,1.0,4,1,4,0,1
pay_018479,cust_62194,440.58,invalid_card,debit_card,18,14,2,0.88,1,0,7,1,1
pay_018480,cust_20257,1085.2,insufficient_funds,upi,7,20,3,0.87,54,1,6,0,0
pay_018481,cust_32903,665.73,insufficient_funds,debit_card,45,15,3,0.83,4,1,10,0,1
pay_018482,cust_89949,3038.31,limit_exceeded,upi,24,22,0,1.0,55,0,9,3,0
pay_018483,cust_44930,453.12,insufficient_funds,credit_card,57,40,1,0.98,32,0,9,3,0
pay_018484,cust_99339,1915.27,insufficient_funds,bank_transfer,46,13,2,0.87,57,1,13,1,0
pay_018485,cust_45145,1198.38,insufficient_funds,upi,17,5,0,1.0,6,1,9,2,0
pay_018486,cust_97410,1043.2,insufficient_funds,upi,15,16,4,0.8,31,1,20,1,0
pay_018487,cust_99494,66.89,insufficient_funds,credit_card,9,6,1,0.86,86,1,21,1,0
pay_018488,cust_85262,1266.23,insufficient_funds,credit_card,34,10,2,0.83,22,1,10,2,1
pay_018489,cust_95395,440.14,insufficient_funds,bank_transfer,35,16,1,0.94,5,1,17,0,1
pay_018490,cust_44230,320.76,technical_error,bank_transfer,8,21,4,0.84,3,1,2,0,1
pay_018491,cust_66435,113.49,insufficient_funds,credit_card,50,12,1,0.92,58,0,12,3,1
pay_018492,cust_79894,497.21,invalid_card,debit_card,55,4,0,1.0,64,0,16,1,1
pay_018493,cust_89287,517.06,insufficient_funds,credit_card,11,18,2,0.9,56,1,18,3,0
pay_018494,cust_54230,135.86,insufficient_funds,credit_card,24,6,0,1.0,41,0,1,2,0
pay_018495,cust_67342,114.59,insufficient_funds,credit_card,42,24,2,0.92,29,0,13,2,1
pay_018496,cust_39516,813.4,insufficient_funds,credit_card,30,9,2,0.82,7,1,3,1,1
pay_018497,cust_16478,1195.49,invalid_card,debit_card,21,11,2,0.85,29,1,12,3,0
pay_018498,cust_54610,604.8,insufficient_funds,credit_card,43,18,2,0.9,23,1,2,2,1
pay_018499,cust_56948,1580.41,limit_exceeded,bank_transfer,35,8,1,0.89,9,1,14,0,0
pay_018500,cust_70406,458.62,invalid_card,debit_card,59,22,1,0.96,28,1,28,3,0
